ticker,quarter_end_date,q4_eps,sum_4q,fy_eps,gap,flag
ALHC,2024-12-31,-0.16,-0.68,-0.67,0.01,False
ALHC,2025-12-31,-0.06,-0.02,0.0,0.02,False
ALK,2015-12-31,1.51,6.56,6.56,0.0,False
ALK,2016-12-31,0.92,6.55,6.54,0.01,False
ALK,2017-12-31,3.04,8.35,8.35,0.0,False
ALK,2018-12-31,0.18,3.52,3.52,0.0,False
ALK,2019-12-31,1.45,6.19,6.19,0.0,False
ALK,2020-12-31,-3.66,-10.75,-10.72,0.03,False
ALK,2021-12-31,0.14,3.75,3.77,0.02,False
ALK,2022-12-31,0.17,0.43,0.45,0.02,False
ALK,2023-12-31,-0.02,1.81,1.83,0.02,False
ALK,2024-12-31,0.54,3.04,3.08,0.04,False
ALK,2025-12-31,0.18,0.87,0.83,0.04,False
ALKS,2015-12-31,-0.46,-1.52,-1.52,0.0,False
ALKS,2020-12-31,-0.27,-0.7,-0.7,0.0,False
ALKS,2021-12-31,0.01,-0.3,-0.3,0.0,False
ALKS,2022-12-31,-0.17,-0.96,-0.97,0.01,False
ALKS,2023-12-31,0.66,2.07,2.1,0.03,False
ALKS,2024-12-31,0.88,2.17,2.17,0.0,False
ALKS,2025-12-31,0.29,1.43,1.43,0.0,False
ALLY,2014-12-31,0.23,1.84,1.83,0.01,False
ALLY,2015-12-31,-1.98,-2.67,-2.66,0.01,False
ALLY,2016-12-31,0.52,2.15,2.15,0.0,False
ALLY,2017-12-31,0.41,2.05,2.04,0.01,False
ALLY,2018-12-31,0.7,2.96,2.95,0.01,False
ALLY,2019-12-31,0.99,4.34,4.34,0.0,False
ALLY,2020-12-31,1.81,2.86,2.88,0.02,False
ALLY,2021-12-31,1.87,8.28,8.22,0.06,False
ALLY,2022-12-31,0.83,4.97,5.03,0.06,False
ALLY,2023-12-31,0.16,2.99,2.98,0.01,False
ALLY,2025-12-31,0.95,2.35,2.37,0.02,False
ALRM,2015-12-31,0.07,-5.91,-0.3,5.61,True
ALRM,2016-12-31,0.06,0.21,0.21,0.0,False
ALRM,2017-12-31,0.01,0.6,0.59,0.01,False
ALRM,2018-12-31,0.15,0.42,0.43,0.01,False
ALRM,2019-12-31,0.26,1.06,1.06,0.0,False
ALRM,2020-12-31,0.28,1.51,1.53,0.02,False
ALRM,2021-12-31,0.17,1.0,1.01,0.01,False
ALRM,2022-12-31,0.34,1.08,1.07,0.01,False
ALRM,2023-12-31,0.58,1.53,1.53,0.0,False
ALRM,2024-12-31,0.56,2.29,2.29,0.0,False
ALRM,2025-12-31,0.66,2.46,2.46,0.0,False
ALSN,2014-12-31,0.28,1.25,1.25,0.0,False
ALSN,2015-12-31,0.08,1.03,1.03,0.0,False
ALSN,2016-12-31,0.37,1.28,1.27,0.01,False
ALSN,2017-12-31,1.51,3.41,3.36,0.05,False
ALSN,2018-12-31,1.13,4.77,4.78,0.01,False
ALSN,2019-12-31,0.89,4.9,4.91,0.01,False
ALSN,2020-12-31,0.54,2.62,2.62,0.0,False
ALSN,2021-12-31,1.17,4.14,4.13,0.01,False
ALSN,2022-12-31,1.53,5.54,5.53,0.01,False
ALSN,2023-12-31,1.87,7.4,7.4,0.0,False
ALSN,2024-12-31,2.01,8.31,8.31,0.0,False
ALSN,2025-12-31,1.16,7.31,7.33,0.02,False
ALV,2014-12-31,1.65,5.08,5.06,0.02,False
ALV,2015-12-31,2.1,5.17,5.17,0.0,False
ALV,2016-12-31,1.67,6.42,6.42,0.0,False
ALV,2017-12-31,0.72,4.85,4.87,0.02,False
ALV,2018-12-31,-1.04,4.32,2.18,2.14,True
ALV,2019-12-31,1.78,5.28,5.29,0.01,False
ALV,2020-12-31,2.15,2.13,2.14,0.01,False
ALV,2021-12-31,1.31,4.97,4.96,0.01,False
ALV,2022-12-31,1.8,4.86,4.85,0.01,False
ALV,2023-12-31,2.71,5.75,5.72,0.03,False
ALV,2024-12-31,3.11,8.08,8.04,0.04,False
ALV,2025-12-31,2.99,9.57,9.55,0.02,False
AM,2019-12-31,-0.29,-0.68,-0.8,0.12,True
AM,2020-12-31,0.16,-0.25,-0.26,0.01,False
AM,2021-12-31,0.16,0.69,0.69,0.0,False
AM,2022-12-31,0.17,0.68,0.68,0.0,False
AM,2023-12-31,0.21,0.77,0.77,0.0,False
AM,2024-12-31,0.23,0.83,0.83,0.0,False
AM,2025-12-31,0.11,0.86,0.86,0.0,False
AMG,2014-12-31,2.83,7.8,8.01,0.21,False
AMG,2015-12-31,2.73,9.3,9.28,0.02,False
AMG,2016-12-31,2.66,8.55,8.57,0.02,False
AMG,2017-12-31,5.48,12.05,12.03,0.02,False
AMG,2018-12-31,-2.88,4.39,4.52,0.13,False
AMG,2019-12-31,0.46,0.41,0.31,0.1,True
AMG,2020-12-31,2.56,4.41,4.33,0.08,False
AMG,2021-12-31,4.08,13.04,13.05,0.01,False
AMG,2022-12-31,13.43,22.35,25.35,3.0,True
AMG,2023-12-31,4.82,17.02,17.42,0.4,False
AMG,2024-12-31,5.44,15.62,15.13,0.49,False
AMG,2025-12-31,10.24,22.11,22.74,0.63,False
AMH,2016-12-31,0.01,-0.14,-0.14,0.0,False
AMH,2017-12-31,-0.07,-0.08,-0.08,0.0,False
AMH,2018-12-31,0.06,0.08,0.08,0.0,False
AMH,2019-12-31,0.08,0.29,0.29,0.0,False
AMH,2020-12-31,0.09,0.28,0.28,0.0,False
AMH,2021-12-31,0.14,0.4,0.41,0.01,False
AMH,2022-12-31,0.25,0.71,0.71,0.0,False
AMH,2023-12-31,0.21,1.0,1.01,0.01,False
AMH,2024-12-31,0.33,1.08,1.08,0.0,False
AMH,2025-12-31,0.33,1.18,1.18,0.0,False
AMKR,2014-12-31,0.06,0.56,0.55,0.01,False
AMKR,2015-12-31,-0.04,0.24,0.24,0.0,False
AMKR,2016-12-31,0.42,0.69,0.69,0.0,False
AMKR,2017-12-31,0.42,1.09,1.09,0.0,False
AMKR,2018-12-31,0.12,0.54,0.53,0.01,False
AMKR,2019-12-31,0.41,0.5,0.5,0.0,False
AMKR,2020-12-31,0.52,1.39,1.4,0.01,False
AMKR,2021-12-31,0.88,2.62,2.62,0.0,False
AMKR,2022-12-31,0.67,3.11,3.11,0.0,False
AMKR,2023-12-31,0.47,1.45,1.46,0.01,False
AMKR,2024-12-31,0.43,1.43,1.43,0.0,False
AMKR,2025-12-31,0.69,1.51,1.5,0.01,False
AMN,2014-12-31,0.2,0.69,0.69,0.0,False
AMN,2015-12-31,0.41,1.67,1.68,0.01,False
AMN,2016-12-31,0.54,2.15,2.15,0.0,False
AMN,2017-12-31,0.84,2.69,2.68,0.01,False
AMN,2018-12-31,0.74,2.92,2.91,0.01,False
AMN,2019-12-31,0.58,2.39,2.4,0.01,False
AMN,2020-12-31,0.19,1.48,1.48,0.0,False
AMN,2021-12-31,2.41,6.81,6.81,0.0,False
AMN,2022-12-31,1.88,9.84,9.9,0.06,False
AMN,2023-12-31,0.33,5.29,5.36,0.07,False
AMN,2024-12-31,-4.93,-3.88,-3.85,0.03,False
AMN,2025-12-31,-0.2,-2.49,-2.48,0.01,False
AMPH,2014-12-31,-0.06,-0.25,-0.25,0.0,False
AMPH,2015-12-31,0.17,-0.06,-0.06,0.0,False
AMPH,2016-12-31,-0.06,0.22,0.22,0.0,False
AMPH,2017-12-31,0.03,0.09,0.09,0.0,False
AMPH,2018-12-31,0.04,-0.13,-0.12,0.01,False
AMPH,2019-12-31,-0.02,0.99,0.98,0.01,False
AMPH,2020-12-31,-0.12,0.04,0.03,0.01,False
AMPH,2021-12-31,0.39,1.24,1.25,0.01,False
AMPH,2022-12-31,0.66,1.76,1.74,0.02,False
AMPH,2023-12-31,0.68,2.58,2.6,0.02,False
AMPH,2024-12-31,0.74,3.06,3.06,0.0,False
AMPH,2025-12-31,0.52,2.04,2.03,0.01,False
AMR,2018-12-31,9.87,23.71,25.54,1.83,True
AMR,2019-12-31,-8.17,-17.27,-16.82,0.45,False
AMR,2020-12-31,-5.47,-24.42,-24.42,0.0,False
AMR,2021-12-31,13.02,14.6,15.3,0.7,False
AMR,2022-12-31,13.4,78.16,79.49,1.33,False
AMR,2023-12-31,12.91,48.73,49.3,0.57,False
AMR,2024-12-31,-0.16,14.21,14.28,0.07,False
AMR,2025-12-31,-1.34,-4.74,-4.75,0.01,False
AMRX,2018-12-31,-0.07,-0.17,-0.16,0.01,False
AMRX,2019-12-31,-0.23,-2.76,-2.74,0.02,False
AMRX,2020-12-31,-0.02,0.62,0.61,0.01,False
AMRX,2021-12-31,-0.04,0.07,0.07,0.0,False
AMRX,2022-12-31,-0.03,-0.86,-0.86,0.0,False
AMRX,2023-12-31,-0.41,-0.32,-0.48,0.16,True
AMRX,2024-12-31,-0.1,-0.38,-0.38,0.0,False
AMRX,2025-12-31,0.11,0.23,0.22,0.01,False
AMSF,2014-12-31,0.89,2.84,2.84,0.0,False
AMSF,2015-12-31,1.2,3.68,3.69,0.01,False
AMSF,2016-12-31,0.99,4.06,4.05,0.01,False
AMSF,2017-12-31,0.03,2.4,2.4,0.0,False
AMSF,2018-12-31,0.97,3.71,3.71,0.0,False
AMSF,2019-12-31,1.75,4.8,4.8,0.0,False
AMSF,2020-12-31,1.47,4.48,4.47,0.01,False
AMSF,2021-12-31,0.18,3.39,3.39,0.0,False
AMSF,2022-12-31,1.08,2.88,2.88,0.0,False
AMSF,2023-12-31,1.0,3.23,3.23,0.0,False
AMSF,2024-12-31,0.69,2.89,2.89,0.0,False
AMSF,2025-12-31,0.55,2.47,2.47,0.0,False
AMTM,2024-09-27,0.28,-0.93,-0.9,0.03,False
AMTM,2025-10-03,0.16,0.27,0.27,0.0,False
AMZN,2014-12-31,0.47,-0.52,-0.52,0.0,False
AMZN,2015-12-31,0.99,1.23,1.25,0.02,False
AMZN,2016-12-31,1.54,4.91,4.9,0.01,False
AMZN,2017-12-31,3.74,6.14,6.15,0.01,False
AMZN,2018-12-31,6.04,20.13,20.14,0.01,False
AMZN,2019-12-31,6.45,22.99,23.01,0.02,False
AMZN,2020-12-31,14.08,41.76,41.83,0.07,False
AMZN,2021-12-31,27.65,64.68,64.81,0.13,False
AMZN,2023-12-31,1.0,2.9,2.9,0.0,False
AMZN,2024-12-31,1.86,5.53,5.53,0.0,False
AMZN,2025-12-31,1.95,7.17,7.17,0.0,False
AN,2014-12-31,1.01,3.52,3.52,0.0,False
AN,2015-12-31,0.87,3.88,3.89,0.01,False
AN,2016-12-31,1.13,4.15,4.15,0.0,False
AN,2017-12-31,1.64,4.47,4.43,0.04,False
AN,2018-12-31,1.02,4.33,4.34,0.01,False
AN,2019-12-31,1.74,4.97,4.97,0.0,False
AN,2020-12-31,1.73,4.38,4.3,0.08,False
AN,2021-12-31,5.89,18.69,18.31,0.38,False
AN,2022-12-31,5.71,24.28,24.29,0.01,False
AN,2023-12-31,5.06,22.69,22.74,0.05,False
AN,2024-12-31,4.62,16.92,16.92,0.0,False
AN,2025-12-31,4.7,17.06,17.04,0.02,False
ANDE,2015-12-31,-1.68,-0.49,-0.46,0.03,False
ANDE,2016-12-31,0.35,0.4,0.41,0.01,False
ANDE,2017-12-31,2.48,1.52,1.5,0.02,False
ANDE,2018-12-31,0.82,1.45,1.46,0.01,False
ANDE,2019-12-31,0.19,0.54,0.55,0.01,False
ANDE,2020-12-31,0.47,0.21,0.23,0.02,False
ANDE,2021-12-31,0.86,3.07,3.07,0.0,False
ANDE,2022-12-31,0.26,3.8,3.81,0.01,False
ANDE,2023-12-31,1.44,2.89,2.94,0.05,False
ANDE,2024-12-31,1.31,3.32,3.32,0.0,False
ANF,2015-01-31,0.62,0.72,0.71,0.01,False
ANF,2016-01-30,0.83,0.51,0.51,0.0,False
ANF,2017-01-28,0.7,0.04,0.06,0.02,False
ANF,2018-02-03,1.04,0.05,0.1,0.05,True
ANF,2019-02-02,1.41,1.08,1.08,0.0,False
ANF,2020-02-01,1.31,0.64,0.6,0.04,False
ANF,2021-01-30,1.45,-1.7,-1.82,0.12,True
ANF,2022-01-29,1.22,4.32,4.2,0.12,False
ANF,2023-01-28,0.8,0.11,0.05,0.06,True
ANF,2024-02-03,2.87,6.12,6.22,0.1,False
ANF,2025-02-01,3.57,10.71,10.69,0.02,False
ANF,2026-01-31,3.68,10.54,10.46,0.08,False
ANIP,2014-12-31,1.79,2.5,2.59,0.09,False
ANIP,2016-12-31,-0.09,0.35,0.34,0.01,False
ANIP,2017-12-31,-0.85,-0.12,-0.09,0.03,False
ANIP,2018-12-31,0.46,1.3,1.3,0.0,False
ANIP,2019-12-31,-0.4,0.49,0.5,0.01,False
ANIP,2020-12-31,-0.3,-1.88,-1.88,0.0,False
ANIP,2021-12-31,-1.72,-3.25,-3.4,0.15,False
ANIP,2022-12-31,-0.28,-3.04,-3.05,0.01,False
ANIP,2023-12-31,0.04,0.84,0.85,0.01,False
ANIP,2024-12-31,-0.56,-1.15,-1.04,0.11,True
ANIP,2025-12-31,1.17,3.35,3.32,0.03,False
AORT,2014-12-31,0.06,0.26,0.25,0.01,False
AORT,2015-12-31,0.09,0.13,0.14,0.01,False
AORT,2016-12-31,0.08,0.32,0.32,0.0,False
AORT,2017-12-31,-0.08,0.11,0.11,0.0,False
AORT,2018-12-31,-0.02,-0.08,-0.08,0.0,False
AORT,2019-12-31,-0.02,0.04,0.05,0.01,False
AORT,2020-12-31,-0.09,-0.45,-0.44,0.01,False
AORT,2021-12-31,-0.59,-0.47,-0.38,0.09,True
AORT,2022-12-31,0.05,-0.48,-0.48,0.0,False
AORT,2023-12-31,-0.1,-0.75,-0.75,0.0,False
AORT,2024-12-31,-0.47,-0.39,-0.32,0.07,True
AORT,2025-12-31,0.05,0.2,0.21,0.01,False
AOSL,2015-06-30,-0.12,-0.31,-0.3,0.01,False
AOSL,2016-06-30,0.08,-0.14,-0.13,0.01,False
AOSL,2017-06-30,0.17,0.56,0.56,0.0,False
AOSL,2018-06-30,0.04,0.57,0.57,0.0,False
AOSL,2019-06-30,0.1,0.08,0.08,0.0,False
AOSL,2020-06-30,-0.0,-0.26,-0.27,0.01,False
AOSL,2021-06-30,0.71,2.12,2.13,0.01,False
AOSL,2022-06-30,0.53,16.03,16.07,0.04,False
AOSL,2023-06-30,-0.04,0.37,0.42,0.05,False
AOSL,2024-06-30,-0.1,-0.4,-0.39,0.01,False
AOSL,2025-06-30,-2.58,-3.27,-3.3,0.03,False
AOSL,2026-06-30,-0.43,-1.41,-1.41,0.0,False
APAM,2018-12-31,0.58,2.82,2.84,0.02,False
APAM,2020-12-31,1.2,3.38,3.4,0.02,False
APAM,2021-12-31,1.25,5.07,5.09,0.02,False
APAM,2022-12-31,0.77,2.94,2.94,0.0,False
APAM,2023-12-31,0.92,3.16,3.19,0.03,False
APAM,2024-12-31,0.97,3.64,3.66,0.02,False
APAM,2025-12-31,1.32,4.01,4.05,0.04,False
APG,2020-12-31,-1.58,-2.42,-2.21,0.21,True
APG,2021-12-31,-0.76,-0.63,-0.67,0.04,False
APG,2022-12-31,0.03,0.07,0.1,0.03,False
APG,2023-12-31,-1.84,-1.52,-0.68,0.84,True
APG,2024-12-31,-0.1,-0.99,-0.84,0.15,True
APLE,2020-12-31,-0.23,-0.77,-0.77,0.0,False
APLE,2021-12-31,0.06,0.08,0.08,0.0,False
APLE,2022-12-31,0.01,0.64,0.63,0.01,False
APLE,2023-12-31,0.09,0.78,0.77,0.01,False
APLE,2024-12-31,0.12,0.88,0.89,0.01,False
APLE,2025-12-31,0.13,0.74,0.74,0.0,False
APOG,2015-02-28,0.47,1.72,1.72,0.0,False
APOG,2016-02-27,0.69,2.23,2.22,0.01,False
APOG,2017-03-04,0.8,2.96,2.97,0.01,False
APOG,2018-03-03,0.78,2.76,2.76,0.0,False
APOG,2019-03-02,-0.43,1.61,1.63,0.02,False
APOG,2020-02-29,0.45,2.32,2.32,0.0,False
APOG,2021-02-27,-1.63,0.57,0.59,0.02,False
APOG,2022-02-26,-0.65,0.13,0.14,0.01,False
APOG,2023-02-25,0.9,4.65,4.64,0.01,False
APOG,2024-03-02,0.72,4.52,4.51,0.01,False
APOG,2025-03-01,0.11,3.88,3.89,0.01,False
APOG,2026-02-28,0.77,2.51,2.52,0.01,False
APP,2021-12-31,0.07,0.06,0.09,0.03,False
APP,2022-12-31,-0.22,-0.53,-0.52,0.01,False
APP,2023-12-31,0.48,0.99,0.98,0.01,False
APP,2024-12-31,1.73,4.54,4.53,0.01,False
APP,2025-12-31,3.24,9.75,9.75,0.0,False
APPF,2015-12-31,-0.12,-1.03,-0.73,0.3,True
APPF,2016-12-31,-0.04,-0.25,-0.25,0.0,False
APPF,2017-12-31,0.07,0.27,0.28,0.01,False
APPF,2018-12-31,0.07,0.56,0.56,0.0,False
APPF,2019-12-31,0.12,1.02,1.02,0.0,False
APPF,2020-12-31,-0.01,4.45,4.44,0.01,False
APPF,2021-12-31,-0.04,0.03,0.03,0.0,False
APPF,2022-12-31,-0.56,-1.95,-1.95,0.0,False
APPF,2023-12-31,0.79,-0.01,0.07,0.08,True
APPF,2024-12-31,2.78,5.54,5.55,0.01,False
APPF,2025-12-31,1.1,3.88,3.88,0.0,False
AR,2014-12-31,2.32,2.58,2.57,0.01,False
AR,2015-12-31,0.57,3.47,3.43,0.04,False
AR,2016-12-31,-1.56,-2.93,-2.88,0.05,False
AR,2017-12-31,1.53,1.93,1.94,0.01,False
AR,2018-12-31,-0.39,-1.26,-1.26,0.0,False
AR,2019-12-31,-1.61,-1.16,-1.11,0.05,False
AR,2020-12-31,0.26,-4.65,-4.65,0.0,False
AR,2021-12-31,2.87,-0.63,-0.61,0.02,False
AR,2022-12-31,2.14,5.65,5.78,0.13,False
AR,2023-12-31,0.29,0.76,0.78,0.02,False
AR,2024-12-31,0.34,0.18,0.18,0.0,False
AR,2025-12-31,0.62,2.02,2.03,0.01,False
ARCB,2014-12-31,0.53,1.68,1.69,0.01,False
ARCB,2015-12-31,0.19,1.68,1.67,0.01,False
ARCB,2016-12-31,0.06,0.7,0.71,0.01,False
ARCB,2017-12-31,1.33,2.2,2.25,0.05,False
ARCB,2018-12-31,0.57,2.51,2.51,0.0,False
ARCB,2019-12-31,-0.21,1.51,1.51,0.0,False
ARCB,2020-12-31,0.9,2.69,2.69,0.0,False
ARCB,2021-12-31,2.47,7.99,7.98,0.01,False
ARCB,2022-12-31,1.49,11.67,11.69,0.02,False
ARCB,2023-12-31,2.01,7.91,7.93,0.02,False
ARCB,2024-12-31,1.2,7.29,7.3,0.01,False
ARCB,2025-12-31,-0.36,2.61,2.62,0.01,False
ARLO,2019-12-31,0.26,-1.15,-1.14,0.01,False
ARLO,2020-12-31,-0.19,-1.3,-1.3,0.0,False
ARLO,2021-12-31,-0.08,-0.67,-0.68,0.01,False
ARLO,2022-12-31,-0.25,-0.64,-0.65,0.01,False
ARLO,2023-12-31,0.01,-0.24,-0.24,0.0,False
ARLO,2024-12-31,-0.05,-0.31,-0.31,0.0,False
ARLO,2025-12-31,0.05,0.13,0.14,0.01,False
ARMK,2015-10-02,0.23,0.96,0.96,0.0,False
ARMK,2021-10-01,0.14,-0.35,-0.36,0.01,False
ARMK,2022-09-30,0.29,0.76,0.75,0.01,False
ARMK,2023-09-29,0.78,2.56,2.57,0.01,False
ARMK,2024-09-27,0.46,0.99,0.99,0.0,False
ARMK,2025-10-03,0.33,1.22,1.22,0.0,False
AROC,2014-12-31,0.26,1.4,1.4,0.0,False
AROC,2015-12-31,-1.9,-1.94,-1.55,0.39,True
AROC,2016-12-31,-0.56,-0.8,-0.8,0.0,False
AROC,2019-12-31,0.3,0.68,0.7,0.02,False
AROC,2020-12-31,0.03,-0.46,-0.46,0.0,False
AROC,2021-12-31,0.04,0.19,0.18,0.01,False
AROC,2022-12-31,0.07,0.29,0.28,0.01,False
AROC,2023-12-31,0.21,0.67,0.67,0.0,False
AROC,2024-12-31,0.35,1.05,1.05,0.0,False
AROC,2025-12-31,0.67,1.83,1.83,0.0,False
ARR,2014-12-31,-0.41,-0.55,-0.54,0.01,False
ARR,2016-12-31,2.46,-1.68,-1.67,0.01,False
ARR,2017-12-31,1.53,4.14,4.17,0.03,False
ARR,2018-12-31,-5.22,-3.02,-2.92,0.1,False
ARR,2019-12-31,1.78,-4.66,-4.59,0.07,False
ARR,2020-12-31,1.24,-4.08,-3.57,0.51,True
ARR,2021-12-31,-0.25,0.19,0.05,0.14,True
ARR,2022-12-31,0.25,-2.25,-2.05,0.2,True
ARR,2024-12-31,-0.84,-0.44,-0.51,0.07,True
ARR,2025-12-31,1.84,2.71,3.3,0.59,True
ARW,2014-12-31,1.19,4.99,4.98,0.01,False
ARW,2015-12-31,1.69,5.21,5.2,0.01,False
ARW,2016-12-31,1.81,5.68,5.68,0.0,False
ARW,2017-12-31,0.6,4.47,4.48,0.01,False
ARW,2018-12-31,2.64,8.11,8.1,0.01,False
ARW,2019-12-31,1.4,-2.35,-2.44,0.09,False
ARW,2020-12-31,3.1,7.52,7.43,0.09,False
ARW,2021-12-31,5.26,15.21,15.1,0.11,False
ARW,2022-12-31,5.71,21.83,21.8,0.03,False
ARW,2023-12-31,3.54,15.79,15.84,0.05,False
ARW,2024-12-31,1.88,7.3,7.29,0.01,False
ARW,2025-12-31,3.75,10.94,10.93,0.01,False
ARWR,2017-09-30,-0.14,-0.46,-0.47,0.01,False
ARWR,2018-09-30,-0.12,-0.66,-0.65,0.01,False
ARWR,2019-09-30,0.11,0.69,0.69,0.0,False
ARWR,2020-09-30,-0.47,-0.83,-0.84,0.01,False
ARWR,2021-09-30,-0.61,-1.36,-1.36,0.0,False
ARWR,2022-09-30,-0.83,-1.7,-1.67,0.03,False
ARWR,2023-09-30,-1.04,-1.94,-1.92,0.02,False
ARWR,2024-09-30,-1.37,-5.01,-5.0,0.01,False
ARWR,2025-09-30,-0.17,-0.07,-0.01,0.06,True
ASB,2014-12-31,0.31,1.17,1.16,0.01,False
ASB,2015-12-31,0.27,1.19,1.19,0.0,False
ASB,2016-12-31,0.35,1.27,1.26,0.01,False
ASB,2017-12-31,0.31,1.43,1.42,0.01,False
ASB,2018-12-31,0.51,1.89,1.89,0.0,False
ASB,2019-12-31,0.43,1.91,1.91,0.0,False
ASB,2020-12-31,0.4,1.87,1.86,0.01,False
ASB,2021-12-31,0.49,2.19,2.18,0.01,False
ASB,2022-12-31,0.7,2.35,2.34,0.01,False
ASB,2023-12-31,-0.62,1.13,1.13,0.0,False
ASB,2024-12-31,-1.03,0.79,0.72,0.07,True
ASB,2025-12-31,0.8,2.77,2.77,0.0,False
ASH,2016-09-30,-4.31,-0.45,-0.46,0.01,False
ASH,2017-09-30,-0.93,-0.01,0.01,0.02,False
ASH,2018-09-30,0.15,1.79,1.79,0.0,False
ASH,2019-09-30,6.52,8.0,8.03,0.03,False
ASH,2020-09-30,0.08,-8.39,-8.39,0.0,False
ASH,2021-09-30,0.75,3.61,3.59,0.02,False
ASH,2022-09-30,1.06,16.23,16.41,0.18,False
ASH,2023-09-30,-0.08,3.26,3.31,0.05,False
ASH,2024-09-30,0.34,3.36,3.36,0.0,False
ASH,2025-09-30,0.73,-18.33,-18.23,0.1,False
ASO,2021-01-30,0.93,3.78,3.79,0.01,False
ASO,2022-01-29,1.56,7.11,7.12,0.01,False
ASO,2023-01-28,1.95,7.48,7.49,0.01,False
ASO,2024-02-03,2.2,6.71,6.7,0.01,False
ASO,2025-02-01,1.87,5.75,5.73,0.02,False
ASO,2026-01-31,1.96,5.54,5.54,0.0,False
ASTE,2014-12-31,0.37,1.49,1.49,0.0,False
ASTE,2015-12-31,0.16,1.42,1.42,0.0,False
ASTE,2016-12-31,0.53,2.39,2.38,0.01,False
ASTE,2017-12-31,0.47,1.62,1.63,0.01,False
ASTE,2018-12-31,-2.12,-2.71,-2.64,0.07,False
ASTE,2019-12-31,-0.81,0.98,0.98,0.0,False
ASTE,2020-12-31,0.67,2.06,2.05,0.01,False
ASTE,2021-12-31,-0.4,0.78,0.78,0.0,False
ASTE,2022-12-31,-0.04,-0.0,0.0,0.0,False
ASTE,2023-12-31,0.65,1.47,1.47,0.0,False
ASTE,2024-12-31,0.92,0.19,0.19,0.0,False
ASTE,2025-12-31,0.51,1.67,1.68,0.01,False
ASTH,2018-12-31,-0.08,0.29,0.29,0.0,False
ASTH,2019-12-31,0.21,0.4,0.39,0.01,False
ASTH,2020-12-31,0.27,1.02,1.01,0.01,False
ASTH,2021-12-31,0.3,1.62,1.63,0.01,False
ASTH,2022-12-31,-0.08,0.98,1.08,0.1,True
ASTH,2023-12-31,0.26,1.29,1.29,0.0,False
ASTH,2024-12-31,-0.14,0.9,0.9,0.0,False
ASTH,2025-12-31,0.12,0.46,0.46,0.0,False
ATEN,2014-12-31,-0.26,-0.94,-0.74,0.2,True
ATEN,2018-12-31,-0.02,-0.37,-0.38,0.01,False
ATEN,2019-12-31,0.0,-0.24,-0.23,0.01,False
ATEN,2020-12-31,0.1,0.23,0.22,0.01,False
ATEN,2021-12-31,0.13,1.18,1.19,0.01,False
ATEN,2022-12-31,0.24,0.61,0.6,0.01,False
ATEN,2023-12-31,0.24,0.53,0.53,0.0,False
ATEN,2024-12-31,0.24,0.67,0.67,0.0,False
ATEN,2025-12-31,0.13,0.57,0.57,0.0,False
ATI,2014-12-31,0.21,-0.02,-0.03,0.01,False
ATI,2015-12-31,-2.13,-3.54,-3.53,0.01,False
ATI,2016-12-31,0.09,-5.98,-5.97,0.01,False
ATI,2017-12-31,0.02,-0.85,-0.83,0.02,False
ATI,2018-12-31,0.3,1.61,1.61,0.0,False
ATI,2019-12-31,0.36,1.8,1.85,0.05,False
ATI,2020-12-31,-8.85,-12.43,-12.43,0.0,False
ATI,2021-12-31,-0.29,-0.39,-0.3,0.09,True
ATI,2022-12-31,0.51,0.85,0.96,0.11,True
ATI,2023-12-31,0.99,2.51,2.81,0.3,True
ATI,2024-12-29,0.94,2.55,2.55,0.0,False
ATI,2025-12-28,0.69,2.84,2.85,0.01,False
ATMU,2023-12-31,0.42,2.05,2.05,0.0,False
ATMU,2024-12-31,0.48,2.21,2.22,0.01,False
ATMU,2025-12-31,0.58,2.5,2.5,0.0,False
ATR,2014-12-31,0.62,2.85,2.85,0.0,False
ATR,2015-12-31,0.67,3.1,3.09,0.01,False
ATR,2016-12-31,0.76,3.16,3.17,0.01,False
ATR,2017-12-31,0.77,3.42,3.41,0.01,False
ATR,2018-12-31,0.62,3.0,3.0,0.0,False
ATR,2019-12-31,0.73,3.66,3.66,0.0,False
ATR,2020-12-31,0.79,3.21,3.21,0.0,False
ATR,2021-12-31,0.86,3.61,3.61,0.0,False
ATR,2022-12-31,0.89,3.58,3.59,0.01,False
ATR,2023-12-31,0.93,4.25,4.25,0.0,False
ATR,2024-12-31,1.48,5.53,5.53,0.0,False
ATR,2025-12-31,1.13,5.89,5.89,0.0,False
AUB,2014-12-31,0.33,1.15,1.14,0.01,False
AUB,2015-12-31,0.4,1.49,1.49,0.0,False
AUB,2016-12-31,0.48,1.77,1.77,0.0,False
AUB,2017-12-31,0.35,1.67,1.67,0.0,False
AUB,2018-12-31,0.67,2.22,2.22,0.0,False
AUB,2019-12-31,0.69,2.4,2.41,0.01,False
AUB,2020-12-31,0.72,1.94,1.93,0.01,False
AUB,2021-12-31,0.59,3.25,3.26,0.01,False
AUB,2022-12-31,0.9,2.97,2.97,0.0,False
AUB,2023-12-31,0.72,2.54,2.53,0.01,False
AUB,2024-12-31,0.57,2.26,2.24,0.02,False
AUB,2025-12-31,0.76,2.03,2.03,0.0,False
AVA,2014-12-31,0.51,3.15,3.1,0.05,False
AVA,2015-12-31,0.61,1.96,1.97,0.01,False
AVA,2016-12-31,0.62,2.16,2.15,0.01,False
AVA,2017-12-31,0.42,1.79,1.79,0.0,False
