ticker,cik,fy_end,fy_10k_accn,fy_10k_filed,restated_fields,n_restated_items,restated_detail,direct_q4_eps,direct_q4_net_income,direct_q4_revenue,eps_concept,net_income_concept,revenue_concept,press_release_q4_eps,stored_q4_eps,stored_q4_net_income,stored_q4_revenue,match_eps,match_net_income,match_revenue,in_store,bucket,bucket_store_final_2
CSW,1624794,2015-03-31,0001193125-16-616636,2016-06-08,"eps,net_income",4,net_income 2014-09-30: 10-Q 8.238e+06 -> 10-K 1.3e+07; net_income 2014-12-31: 10-Q 6.386e+06 -> 10-K 2e+06; eps 2014-09-30: 10-Q 0.52 -> 10-K 0.83; eps 2014-12-31: 10-Q 0.41 -> 10-K 0.13,0.12,1800000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,,,,stored_missing,stored_missing,n/a,False,q4_row_not_in_store,q4_row_not_in_store
CSW,1624794,2016-03-31,0001193125-16-616636,2016-06-08,"eps,net_income",4,net_income 2015-09-30: 10-Q 1.2962e+07 -> 10-K 8.2e+06; net_income 2015-12-31: 10-Q 1.998e+06 -> 10-K 6.4e+06; eps 2015-09-30: 10-Q 0.83 -> 10-K 0.52; eps 2015-12-31: 10-Q 0.13 -> 10-K 0.41,0.34,5400000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.12,1860000.0,76259000.0,no,no,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
CTS,26058,2016-12-31,0000026058-17-000026,2017-02-24,eps,1,eps 2016-06-30: 10-Q 0 -> 10-K 0.44,0.25,8310000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.25,8310000.0,,yes,yes,n/a,True,ok,ok
CTS,26058,2017-12-31,0000026058-18-000020,2018-02-23,eps,1,eps 2017-03-31: 10-Q 0 -> 10-K 0.25,-0.41,-13621000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.41,-13621000.0,,yes,yes,n/a,True,ok,ok
CUBI,1488813,2014-12-31,0001628280-15-001193,2015-02-27,eps,1,eps 2014-03-31: 10-Q 0.32 -> 10-K 0.29,0.47,,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.47,13178000.0,50790000.0,yes,n/a,n/a,True,ok,NI_and_EPS (or more) disagree: derivation/basis error candidate
CUBI,1488813,2016-12-31,0001488813-17-000004,2017-03-08,net_income,1,net_income 2016-03-31: 10-Q 1.7699e+07 -> 10-K 1.8184e+07,0.51,19828000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.51,19899000.0,46074000.0,yes,yes,n/a,True,ok,ok
CVBF,354647,2014-12-31,0001193125-15-073695,2015-03-02,net_income,1,net_income 2014-06-30: 10-Q 2.5484e+07 -> 10-K -2.5484e+07,0.24,25581000.0,,EarningsPerShareDiluted,NetIncomeLoss,,,0.24,25581000.0,71030000.0,yes,yes,n/a,True,ok,ok
CWT,1035201,2018-12-31,0001035201-20-000002,2020-02-27,eps,3,eps 2018-03-31: 10-Q -0.05 -> 10-K -0.02; eps 2018-06-30: 10-Q 0.27 -> 10-K 0.31; eps 2018-09-30: 10-Q 0.72 -> 10-K 0.75,0.32,15368000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.32,15368000.0,159169000.0,yes,yes,n/a,True,ok,ok
CYTK,1061983,2016-12-31,0001193125-17-071866,2017-03-06,"eps,net_income",2,net_income 2016-09-30: 10-Q 3.1887e+07 -> 10-K 3.3362e+07; eps 2016-09-30: 10-Q 0.74 -> 10-K 0.77,0.16,7157000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.15,7157000.0,33138000.0,yes,yes,n/a,True,ok,ok
CZR,1590895,2017-12-31,0001564590-18-003554,2018-02-27,revenue,2,revenue 2017-06-30: 10-Q 3.5518e+08 -> 10-K 3.73614e+08; revenue 2017-09-30: 10-Q 4.44874e+08 -> 10-K 4.70745e+08,1.15,89693000.0,428220000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.15,89694000.0,428220000.0,yes,yes,yes,True,ok,ok
DAN,26780,2020-12-31,0001437749-21-003221,2021-02-18,"eps,net_income",2,net_income 2020-03-31: 10-Q 3.8e+07 -> 10-K 5.8e+07; eps 2020-03-31: 10-Q 0.26 -> 10-K 0.4,0.27,40000000.0,2108000000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.28,40000000.0,2108000000.0,yes,yes,yes,True,ok,ok
DCH,1062231,2014-12-31,0001062231-15-000023,2015-02-23,"eps,net_income",2,net_income 2014-09-30: 10-Q 4.86e+07 -> 10-K 4.4e+07; eps 2014-09-30: 10-Q 0.63 -> 10-K 0.57,0.17,13200000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.18,13200000.0,,yes,yes,n/a,True,ok,ok
DCI,29644,2015-07-31,0000897101-15-001507,2015-11-10,net_income,2,net_income 2015-01-31: 10-Q 4.953e+07 -> 10-K 4.7955e+07; net_income 2015-04-30: 10-Q 4.6372e+07 -> 10-K 4.7776e+07,0.41,56433000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.41,56433000.0,,yes,yes,n/a,True,ok,ok
DE,315189,2017-10-29,0001047469-17-007719,2017-12-18,net_income,2,net_income 2017-01-29: 10-Q 1.938e+08 -> 10-K 1.99e+08; net_income 2017-04-30: 10-Q 8.024e+08 -> 10-K 8.08e+08,1.57,510000000.0,8018000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.57,510300000.0,8017700000.0,yes,yes,yes,True,ok,ok
DEA,1622194,2017-12-31,0001564590-18-004044,2018-03-01,net_income,3,net_income 2017-03-31: 10-Q 1.084e+06 -> 10-K 1.237e+06; net_income 2017-06-30: 10-Q 827000 -> 10-K 982000; net_income 2017-09-30: 10-Q 782000 -> 10-K 942000,,1287000.0,36325000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.04,1287000.0,36325000.0,n/a,yes,yes,True,ok,ok
DMC,1047340,2014-12-26,0001047340-15-000048,2015-02-18,net_income,3,net_income 2014-03-28: 10-Q 5.86e+07 -> 10-K -5.86e+07; net_income 2014-06-27: 10-Q 6.43e+07 -> 10-K -6.43e+07; net_income 2014-09-26: 10-Q 1.99e+07 -> 10-K -1.99e+07,-0.01,400000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.01,-400000.0,,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
DMC,1047340,2016-01-01,0001047340-16-000385,2016-02-23,net_income,3,net_income 2015-03-27: 10-Q 4.25e+07 -> 10-K -4.25e+07; net_income 2015-06-26: 10-Q 6.45e+07 -> 10-K -6.45e+07; net_income 2015-09-25: 10-Q 2.85e+07 -> 10-K -2.85e+07,-1.39,73100000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,197900000.0,,stored_missing,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
DXPE,1020710,2014-12-31,0001020710-15-000006,2015-03-16,"eps,net_income",6,net_income 2014-03-31: 10-Q 1.1618e+07 -> 10-K 1.09e+07; net_income 2014-06-30: 10-Q 1.5539e+07 -> 10-K 1.49e+07; net_income 2014-09-30: 10-Q 1.7643e+07 -> 10-K 1.7e+07; eps 2014-03-31: 10-Q 0.75 -> 10-K 0.7; eps 2014-06-30: 10-Q 1 -> 10-K 0.96; eps 2014-09-30: 10-Q 1.14 -> 10-K 1.1,-6.09,-88100000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-6.09,-88038000.0,382502000.0,yes,yes,n/a,True,ok,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
DXPE,1020710,2016-12-31,0001140361-17-014211,2017-03-31,net_income,2,net_income 2016-06-30: 10-Q 5.17e+06 -> 10-K 5.1e+06; net_income 2016-09-30: 10-Q 263000 -> 10-K 200000,0.42,7400000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.4,7381000.0,222291000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
DXPE,1020710,2017-12-31,0001140361-18-015469,2018-03-28,net_income,1,net_income 2017-09-30: 10-Q 2.966e+06 -> 10-K 2.9e+06,0.37,6600000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.36,6654000.0,265627000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ECPG,1084961,2018-12-31,0001084961-19-000020,2019-02-27,revenue,3,revenue 2018-03-31: 10-Q 3.16977e+08 -> 10-K 3.26788e+08; revenue 2018-06-30: 10-Q 3.32115e+08 -> 10-K 3.49747e+08; revenue 2018-09-30: 10-Q 3.32745e+08 -> 10-K 3.36774e+08,1.5,47036000.0,348721000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.5,47036000.0,338720000.0,yes,yes,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
ECPG,1084961,2019-12-31,0001084961-20-000024,2020-02-26,revenue,2,revenue 2019-06-30: 10-Q 3.44811e+08 -> 10-K 3.46874e+08; revenue 2019-09-30: 10-Q 3.47421e+08 -> 10-K 3.55936e+08,1.36,43085000.0,347794000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.37,43085000.0,357269000.0,yes,yes,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
EFOR,890564,2021-12-31,0000890564-22-000007,2022-03-01,revenue,1,revenue 2021-03-31: 10-Q 1.0257e+09 -> 10-K 9.07e+08,1.62,85000000.0,1053800000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.6,85000000.0,1053800000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
EIG,1379041,2016-12-31,0001379041-17-000017,2017-02-24,"eps,net_income",3,net_income 2016-03-31: 10-Q 2.1e+07 -> 10-K 2.18e+07; net_income 2016-06-30: 10-Q 2.63e+07 -> 10-K 2.68e+07; eps 2016-03-31: 10-Q 0.64 -> 10-K 0.66,1.08,35500000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.07,35500000.0,193200000.0,yes,yes,n/a,True,ok,ok
ELS,895417,2014-12-31,0000895417-15-000014,2015-02-24,net_income,1,net_income 2014-03-31: 10-Q 4.389e+07 -> 10-K 3.8099e+07,0.35,29403000.0,190261000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.35,34262000.0,190817000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ELS,895417,2015-12-31,0000895417-16-000082,2016-02-23,net_income,1,net_income 2015-03-31: 10-Q 3.1813e+07 -> 10-K 2.7185e+07,0.41,34501000.0,201616000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.41,39767000.0,201616000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ELS,895417,2016-12-31,0000895417-17-000017,2017-02-22,net_income,1,net_income 2016-03-31: 10-Q 5.719e+07 -> 10-K 5.0583e+07,0.43,36966000.0,214042000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.43,42381000.0,214042000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ELS,895417,2017-12-31,0000895417-18-000011,2018-02-28,net_income,1,net_income 2017-03-31: 10-Q 6.3075e+07 -> 10-K 5.6888e+07,0.51,44993000.0,229986000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.51,47974000.0,229986000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ELS,895417,2018-12-31,0000895417-19-000012,2019-02-26,net_income,3,net_income 2018-03-31: 10-Q 6.4177e+07 -> 10-K 6.0222e+07; net_income 2018-06-30: 10-Q 4.9169e+07 -> 10-K 4.6137e+07; net_income 2018-09-30: 10-Q 5.966e+07 -> 10-K 5.607e+07,0.56,50166000.0,243451000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.56,63957000.0,243451000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ENVA,1529864,2019-12-31,0001564590-20-007473,2020-02-27,revenue,3,revenue 2019-03-31: 10-Q 2.93183e+08 -> 10-K 2.64438e+08; revenue 2019-06-30: 10-Q 2.857e+08 -> 10-K 2.59445e+08; revenue 2019-09-30: 10-Q 3.29513e+08 -> 10-K 3.05612e+08,-1.48,-50553000.0,345262000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.48,-50553000.0,345262000.0,yes,yes,yes,True,ok,ok
EPC,1096752,2019-09-30,0001096752-19-000041,2019-11-26,"eps,net_income",2,net_income 2019-06-30: 10-Q -4.414e+08 -> 10-K -4.607e+08; eps 2019-06-30: 10-Q -8.16 -> 10-K -8.51,0.75,40700000.0,528000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.76,40700000.0,528000000.0,yes,yes,yes,True,ok,ok
EPR,1045450,2014-12-31,0001045450-15-000023,2015-02-25,net_income,3,net_income 2014-03-31: 10-Q 4.3533e+07 -> 10-K 3.7581e+07; net_income 2014-06-30: 10-Q 4.076e+07 -> 10-K 3.4808e+07; net_income 2014-09-30: 10-Q 4.2705e+07 -> 10-K 3.6753e+07,0.81,46684000.0,104669000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.81,52636000.0,104670000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
EPR,1045450,2015-12-31,0001045450-16-000117,2016-02-25,net_income,3,net_income 2015-03-31: 10-Q 4.2821e+07 -> 10-K 3.6869e+07; net_income 2015-06-30: 10-Q 4.8766e+07 -> 10-K 4.2814e+07; net_income 2015-09-30: 10-Q 5.0195e+07 -> 10-K 4.4244e+07,0.78,46799000.0,111988000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.78,52750000.0,111988000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
EPR,1045450,2016-12-31,0001045450-17-000026,2017-03-01,net_income,3,net_income 2016-03-31: 10-Q 5.418e+07 -> 10-K 4.8228e+07; net_income 2016-06-30: 10-Q 5.5135e+07 -> 10-K 4.9183e+07; net_income 2016-09-30: 10-Q 5.7526e+07 -> 10-K 5.1575e+07,0.82,52190000.0,130831000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.82,58141000.0,130831000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
EPR,1045450,2017-12-31,0001045450-18-000021,2018-03-01,net_income,3,net_income 2017-03-31: 10-Q 5.3916e+07 -> 10-K 4.7964e+07; net_income 2017-06-30: 10-Q 8.0535e+07 -> 10-K 7.4583e+07; net_income 2017-09-30: 10-Q 6.2954e+07 -> 10-K 5.7003e+07,0.74,54668000.0,147700000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.74,65563000.0,147700000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
EPR,1045450,2018-12-31,0001045450-19-000027,2019-02-28,net_income,3,net_income 2018-03-31: 10-Q 2.9538e+07 -> 10-K 2.3502e+07; net_income 2018-06-30: 10-Q 9.1581e+07 -> 10-K 8.5545e+07; net_income 2018-09-30: 10-Q 9.1833e+07 -> 10-K 8.5797e+07,0.65,47997000.0,166487000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.65,54031000.0,166487000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
EPR,1045450,2019-12-31,0001045450-20-000019,2020-02-25,revenue,3,revenue 2019-03-31: 10-Q 1.64542e+08 -> 10-K 1.50527e+08; revenue 2019-06-30: 10-Q 1.75698e+08 -> 10-K 1.6174e+08; revenue 2019-09-30: 10-Q 1.84862e+08 -> 10-K 1.69356e+08,0.39,36297000.0,170346000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.39,36297000.0,170346000.0,yes,yes,yes,True,ok,ok
EQH,1333986,2017-12-31,0001333986-19-000010,2019-03-08,"eps,net_income",4,net_income 2017-03-31: 10-Q -2.9e+08 -> 10-K -2.77e+08; net_income 2017-06-30: 10-Q 6.08e+08 -> 10-K 6.18e+08; eps 2017-03-31: 10-Q -0.52 -> 10-K -0.5; eps 2017-06-30: 10-Q 1.08 -> 10-K 1.1,0.86,483000000.0,2922000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,stored_missing,stored_missing,stored_missing,False,q4_row_not_in_store,q4_row_not_in_store
EQH,1333986,2018-12-31,0001333986-19-000010,2019-03-08,"net_income,revenue",2,revenue 2018-03-31: 10-Q 2.835e+09 -> 10-K 2.874e+09; net_income 2018-06-30: 10-Q 1.58e+08 -> 10-K 1.64e+08,3570000.0,1938000000.0,5155000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,3.57,1938000000.0,5155000000.0,no,yes,yes,True,DIRECT_FACT_UNRELIABLE (scaled EPS tag),DIRECT_FACT_UNRELIABLE (scaled EPS tag)
ESE,866706,2015-09-30,0001144204-15-068633,2015-11-30,"eps,net_income",4,net_income 2014-12-31: 10-Q 1.0828e+07 -> 10-K 1.0023e+07; net_income 2015-03-31: 10-Q 8.275e+06 -> 10-K 7.61e+06; eps 2014-12-31: 10-Q 0.41 -> 10-K 0.38; eps 2015-03-31: 10-Q 0.32 -> 10-K 0.29,0.5,12983000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.49,12983000.0,153612000.0,yes,yes,n/a,True,ok,ok
ESI,1590714,2015-12-31,0001590714-17-000047,2017-03-13,"eps,net_income",2,net_income 2015-09-30: 10-Q -1.223e+08 -> 10-K -1.401e+08; eps 2015-09-30: 10-Q -0.58 -> 10-K -0.66,-0.6,-129600000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-0.6,-129600000.0,735100000.0,yes,yes,n/a,True,ok,ok
ESI,1590714,2018-12-31,0001590714-19-000040,2019-02-28,revenue,1,revenue 2018-06-30: 10-Q 1.0225e+09 -> 10-K 5.016e+08,0.13,-14200000.0,478400000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.02,-261600000.0,478400000.0,no,no,yes,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
EXEL,939767,2016-12-31,0000939767-17-000019,2017-02-27,net_income,2,net_income 2016-03-31: 10-Q -6.1347e+07 -> 10-K -5.9223e+07; net_income 2016-06-30: 10-Q -3.7015e+07 -> 10-K -3.4838e+07,,35123000.0,77581000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.12,35123000.0,77581000.0,n/a,yes,yes,True,ok,ok
EYE,1710155,2018-12-29,0001710155-19-000016,2019-02-27,net_income,3,net_income 2018-03-31: 10-Q 2.5047e+07 -> 10-K 2.4455e+07; net_income 2018-06-30: 10-Q 1.3077e+07 -> 10-K 1.2467e+07; net_income 2018-09-29: 10-Q 5.816e+06 -> 10-K 5.171e+06,-0.24,-18440000.0,355922000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-0.23,-18440000.0,355922000.0,yes,yes,yes,True,ok,ok
EZPW,876523,2014-09-30,0000876523-14-000102,2014-11-26,revenue,3,revenue 2013-12-31: 10-Q 2.69357e+08 -> 10-K 2.63039e+08; revenue 2014-03-31: 10-Q 2.597e+08 -> 10-K 2.50682e+08; revenue 2014-06-30: 10-Q 2.4138e+08 -> 10-K 2.32602e+08,-1.64,-87807000.0,242209000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.63,-87807000.0,218095000.0,yes,yes,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
EZPW,876523,2015-09-30,0000876523-15-000120,2015-12-24,"eps,net_income,revenue",5,revenue 2014-12-31: 10-Q 2.52644e+08 -> 10-K 2.12724e+08; revenue 2015-03-31: 10-Q 2.41357e+08 -> 10-K 2.0519e+08; revenue 2015-06-30: 10-Q 2.1299e+08 -> 10-K 1.81621e+08; net_income 2014-12-31: 10-Q 1.526e+07 -> 10-K 1.1612e+07; eps 2014-12-31: 10-Q 0.28 -> 10-K 0.22,-1.63,-89557000.0,188834000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.64,-89557000.0,188834000.0,yes,yes,yes,True,ok,ok
EZPW,876523,2016-09-30,0000876523-16-000217,2016-12-14,"eps,net_income,revenue",4,revenue 2015-12-31: 10-Q 1.98454e+08 -> 10-K 1.87557e+08; revenue 2016-03-31: 10-Q 2.01899e+08 -> 10-K 1.88213e+08; net_income 2016-03-31: 10-Q -7.4125e+07 -> 10-K -7.0812e+07; eps 2016-03-31: 10-Q -1.35 -> 10-K -1.29,0.06,3231000.0,184585000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.06,3231000.0,184585000.0,yes,yes,yes,True,ok,ok
EZPW,876523,2019-09-30,0000876523-19-000069,2019-12-05,net_income,1,net_income 2018-12-31: 10-Q -4.244e+06 -> 10-K -3.366e+06,-0.01,-645000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.01,-645000.0,214184000.0,yes,yes,n/a,True,ok,ok
FBIN,1519751,2016-12-31,0001193125-17-062357,2017-02-28,eps,1,eps 2016-03-31: 10-Q 0.35 -> 10-K 0.38,0.66,,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.66,103600000.0,1301600000.0,yes,n/a,n/a,True,ok,ok
FCPT,1650132,2016-12-31,0001650132-17-000002,2017-02-27,eps,1,eps 2016-03-31: 10-Q 1.57 -> 10-K 1.61,0.54,,31268000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.55,32484000.0,31179000.0,yes,n/a,yes,True,ok,ok
FDX,1048911,2015-05-31,0001193125-15-252494,2015-07-14,"eps,net_income",6,net_income 2014-08-31: 10-Q 6.06e+08 -> 10-K 6.53e+08; net_income 2014-11-30: 10-Q 6.16e+08 -> 10-K 6.63e+08; net_income 2015-02-28: 10-Q 5.8e+08 -> 10-K 6.28e+08; eps 2014-08-31: 10-Q 2.1 -> 10-K 2.26; eps 2014-11-30: 10-Q 2.14 -> 10-K 2.31; eps 2015-02-28: 10-Q 2.01 -> 10-K 2.18,-3.16,-895000000.0,12114000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-3.14,-894000000.0,12114000000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
FIZZ,69891,2020-05-02,0001437749-20-014395,2020-07-01,eps,1,eps 2020-01-25: 10-Q 0.57 -> 10-K 57,77.0,36213000.0,262401000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,36213000.0,262401000.0,stored_missing,yes,yes,True,ok,ok
FIZZ,69891,2021-05-01,0001437749-21-016078,2021-06-30,eps,3,eps 2020-08-01: 10-Q 1.09 -> 10-K 54; eps 2020-10-31: 10-Q 1.01 -> 10-K 51; eps 2021-01-30: 10-Q 0.39 -> 10-K 39,42.0,39131000.0,261103000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,39131000.0,261103000.0,stored_missing,yes,yes,True,ok,ok
FLR,1124198,2019-12-31,0001628280-20-013900,2020-09-25,"eps,revenue",5,revenue 2019-03-31: 10-Q 4.19275e+09 -> 10-K 3.3775e+09; revenue 2019-06-30: 10-Q 4.09438e+09 -> 10-K 3.42449e+09; revenue 2019-09-30: 10-Q 3.93771e+09 -> 10-K 3.91042e+09; eps 2019-03-31: 10-Q -0.42 -> 10-K -0.49; eps 2019-06-30: 10-Q -3.96 -> 10-K -2.95,-2.11,-296200000.0,3635600000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-2.12,-297255000.0,3635601000.0,yes,yes,yes,True,ok,ok
FTI,1681459,2017-12-31,0001681459-18-000049,2018-04-02,"eps,net_income",2,net_income 2017-03-31: 10-Q 1.908e+08 -> 10-K -1.87e+07; eps 2017-03-31: 10-Q 0.41 -> 10-K -0.04,-0.33,-153900000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.33,-153900000.0,3683000000.0,yes,yes,n/a,True,ok,ok
GATX,40211,2020-12-31,0000040211-21-000018,2021-02-18,revenue,1,revenue 2020-03-31: 10-Q 3.089e+08 -> 10-K 2.994e+08,0.5,17800000.0,304900000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.5,17800000.0,304900000.0,yes,yes,yes,True,ok,ok
GFF,50725,2015-09-30,0000050725-15-000080,2015-11-12,eps,1,eps 2014-12-31: 10-Q 0.16 -> 10-K 0.04,0.24,10803000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.24,10803000.0,502158000.0,yes,yes,n/a,True,ok,ok
GLPI,1575965,2015-12-31,0001575965-16-000091,2016-02-22,"eps,net_income,revenue",6,revenue 2015-03-31: 10-Q 1.62661e+08 -> 10-K 1.48705e+08; revenue 2015-06-30: 10-Q 1.63823e+08 -> 10-K 1.49867e+08; net_income 2015-03-31: 10-Q 4.7087e+07 -> 10-K 3.3131e+07; net_income 2015-06-30: 10-Q 4.5945e+07 -> 10-K 3.1989e+07; eps 2015-03-31: 10-Q 0.4 -> 10-K 0.28; eps 2015-06-30: 10-Q 0.38 -> 10-K 0.27,0.25,29773000.0,128689000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.25,29773000.0,128689000.0,yes,yes,yes,True,ok,ok
GNL,1526113,2014-12-31,0001526113-15-000002,2015-04-03,revenue,3,revenue 2014-03-31: 10-Q 7.547e+06 -> 10-K 7.315e+06; revenue 2014-06-30: 10-Q 1.3628e+07 -> 10-K 1.3223e+07; revenue 2014-09-30: 10-Q 2.5902e+07 -> 10-K 2.54e+07,,-5208000.0,42220000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.03,-5208000.0,46306000.0,n/a,yes,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
