ticker,cik,fy_end,fy_10k_accn,fy_10k_filed,restated_fields,n_restated_items,restated_detail,direct_q4_eps,direct_q4_net_income,direct_q4_revenue,eps_concept,net_income_concept,revenue_concept,press_release_q4_eps,stored_q4_eps,stored_q4_net_income,stored_q4_revenue,match_eps,match_net_income,match_revenue,in_store,bucket,bucket_store_final_2
WRLD,108385,2015-03-31,0000108385-15-000036,2015-06-02,"eps,revenue",4,revenue 2014-06-30: 10-Q 1.50312e+08 -> 10-K 1.45926e+08; revenue 2014-09-30: 10-Q 1.52555e+08 -> 10-K 1.48185e+08; revenue 2014-12-31: 10-Q 1.53647e+08 -> 10-K 1.48704e+08; eps 2014-06-30: 10-Q 2.19 -> 10-K 2.32,5.34,48515000.0,167398000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,5.7,48514783.0,167397876.0,no,yes,yes,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
WRLD,108385,2020-03-31,0000108385-20-000014,2020-05-29,"eps,net_income",4,net_income 2019-09-30: 10-Q 4.22e+06 -> 10-K 2.513e+06; net_income 2019-12-31: 10-Q -5.82407e+06 -> 10-K -6.267e+06; eps 2019-09-30: 10-Q 0.51 -> 10-K 0.31; eps 2019-12-31: 10-Q -0.81 -> 10-K -0.87,3.18,23303000.0,163018000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,3.18,21153146.0,162934708.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)",NI_and_EPS (or more) disagree: derivation/basis error candidate
WSC,1647088,2017-12-31,0001647088-18-000006,2018-03-16,"net_income,revenue",6,revenue 2017-03-31: 10-Q 0 -> 10-K 9.9321e+07; revenue 2017-06-30: 10-Q 0 -> 10-K 1.10077e+08; revenue 2017-09-30: 10-Q 0 -> 10-K 1.16162e+08; net_income 2017-03-31: 10-Q 194728 -> 10-K -1.0179e+07; net_income 2017-06-30: 10-Q -75467 -> 10-K -5.896e+06; net_income 2017-09-30: 10-Q 116321 -> 10-K -8.357e+06,,-123270000.0,120382000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-6.24,-123270000.0,120382000.0,n/a,yes,yes,True,ok,ok
WSC,1647088,2019-12-31,0001647088-20-000010,2020-03-02,"net_income,revenue",6,revenue 2019-03-31: 10-Q 2.55008e+08 -> 10-K 2.53685e+08; revenue 2019-06-30: 10-Q 2.66125e+08 -> 10-K 2.63713e+08; revenue 2019-09-30: 10-Q 2.7234e+08 -> 10-K 2.68222e+08; net_income 2019-03-31: 10-Q -1.0301e+07 -> 10-K -9.271e+06; net_income 2019-06-30: 10-Q -1.0913e+07 -> 10-K -1.0606e+07; net_income 2019-09-30: 10-Q 489000 -> 10-K 701000,0.07,8054000.0,278045000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.08,8054000.0,278045000.0,yes,yes,yes,True,ok,ok
WSC,1647088,2021-12-31,0001647088-23-000014,2023-02-22,revenue,3,revenue 2021-03-31: 10-Q 4.25323e+08 -> 10-K 3.73971e+08; revenue 2021-06-30: 10-Q 4.61102e+08 -> 10-K 4.05177e+08; revenue 2021-09-30: 10-Q 4.90552e+08 -> 10-K 4.32947e+08,0.32,74223000.0,460885000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.33,74223000.0,517920000.0,yes,yes,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
WWD,108312,2016-09-30,0000108312-16-000038,2016-11-16,net_income,1,net_income 2015-12-31: 10-Q 2.5611e+07 -> 10-K 2.582e+07,0.99,63147000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.99,63147000.0,590922000.0,yes,yes,n/a,True,ok,ok
XPO,1166003,2014-12-31,0001628280-15-000923,2015-02-23,net_income,2,net_income 2014-03-31: 10-Q -2.8135e+07 -> 10-K -2.83e+07; net_income 2014-09-30: 10-Q -1.1699e+07 -> 10-K -1.16e+07,-0.77,-9900000.0,830700000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.78,-9938000.0,830718000.0,yes,yes,yes,True,ok,ok
XPO,1166003,2015-12-31,0001628280-16-011979,2016-02-29,net_income,2,net_income 2015-06-30: 10-Q -7.44e+07 -> 10-K -7.88e+07; net_income 2015-09-30: 10-Q -4.04e+07 -> 10-K -3.5e+07,-0.58,-63100000.0,3342300000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.57,-62600000.0,3342200000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
XPO,1166003,2016-12-31,0001628280-17-001912,2017-02-28,net_income,3,net_income 2016-03-31: 10-Q -2.25e+07 -> 10-K -1.93e+07; net_income 2016-06-30: 10-Q 4.66e+07 -> 10-K 5.04e+07; net_income 2016-09-30: 10-Q 1.51e+07 -> 10-K 2.13e+07,0.22,32100000.0,3676600000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.21,29800000.0,3676600000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ZD,1084048,2021-12-31,0001084048-22-000015,2022-03-15,revenue,3,revenue 2021-03-31: 10-Q 3.98185e+08 -> 10-K 3.11656e+08; revenue 2021-06-30: 10-Q 4.29044e+08 -> 10-K 3.41293e+08; revenue 2021-09-30: 10-Q 4.44252e+08 -> 10-K 3.55145e+08,7.43,360506000.0,408628000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,7.42,360505000.0,408628000.0,yes,yes,yes,True,ok,ok
